A  	Element	Z  	N  	Energy  	JPi           	Mass Exc  	Unc  	T1/2 (txt)               	T1/2 (seconds)           	Abund.    	Unc     	Dec Mode	Branching (%) 
66 	Zn     	30 	36 	0.0000  	0+            	-68.8990  	9    	STABLE                   	infinity                 	27.73%    	98      	        	            
67 	Zn     	30 	37 	0.0000  	5/2-          	-67.8800  	9    	STABLE                   	infinity                 	4.04%     	16      	        	            
68 	Zn     	30 	38 	0.0000  	0+            	-70.0068  	9    	STABLE                   	infinity                 	18.45%    	63      	        	            
69 	Zn     	30 	39 	0.0000  	1/2-          	-68.4175  	9    	56.4 M 9                 	3384                     	          	        	B-      	100.00      
70 	Zn     	30 	40 	0.0000  	0+            	-69.5646  	20   	2.3E+17 Y GE             	7.258E24                 	0.61%     	10      	2B-     	            
71 	Zn     	30 	41 	0.0000  	1/2-          	-67.329   	3    	2.45 M 10                	147                      	          	        	B-      	100.00      
72 	Zn     	30 	42 	0.0000  	0+            	-68.1454  	21   	46.5 H 1                 	167400                   	          	        	B-      	100.00      
73 	Zn     	30 	43 	0.0000  	(1/2)-        	-65.5934  	19   	23.5 S 10                	23.5                     	          	        	B-      	100.00      
73 	Zn     	30 	43 	0.0000  	              	-65.5934  	19   	5.8 S 8                  	5.8                      	          	        	B-      	            
73 	Zn     	30 	43 	0.0000  	              	-65.5934  	19   	5.8 S 8                  	5.8                      	          	        	IT      	            
74 	Zn     	30 	44 	0.0000  	0+            	-65.757   	3    	95.6 S 12                	95.6                     	          	        	B-      	100.00      
75 	Zn     	30 	45 	0.0000  	(7/2+)        	-62.5589  	20   	10.2 S 2                 	10.2                     	          	        	B-      	100.00      
76 	Zn     	30 	46 	0.0000  	0+            	-62.3030  	15   	5.7 S 3                  	5.7                      	          	        	B-      	100.00      
77 	Zn     	30 	47 	0.0000  	(7/2+)        	-58.7891  	20   	2.08 S 5                 	2.08                     	          	        	B-      	100.00      
78 	Zn     	30 	48 	0.0000  	0+            	-57.4832  	19   	1.47 S 15                	1.47                     	          	        	B-      	100.00      
79 	Zn     	30 	49 	0.0000  	(9/2+)        	-53.4322  	22   	0.995 S 19               	0.995                    	          	        	B-      	100.00      
79 	Zn     	30 	49 	0.0000  	(9/2+)        	-53.4322  	22   	0.995 S 19               	0.995                    	          	        	BN      	1.30        
80 	Zn     	30 	50 	0.0000  	0+            	-51.649   	3    	0.54 S 2                 	0.54                     	          	        	B-      	100.00      
80 	Zn     	30 	50 	0.0000  	0+            	-51.649   	3    	0.54 S 2                 	0.54                     	          	        	BN      	1.00        
81 	Zn     	30 	51 	0.0000  	(5/2+)        	-46.200   	5    	304 MS 13                	0.304                    	          	        	B-      	100.00      
81 	Zn     	30 	51 	0.0000  	(5/2+)        	-46.200   	5    	304 MS 13                	0.304                    	          	        	BN      	7.50        
82 	Zn     	30 	52 	0.0000  	0+            	-42.6     	4    	150 NS GT                	1.5E-7                   	          	        	B-      	            
83 	Zn     	30 	53 	0.0000  	              	-36.7     	5    	300 NS GT                	3.0000000000000004E-7    	          	        	B-      	            
83 	Zn     	30 	53 	0.0000  	              	-36.7     	5    	300 NS GT                	3.0000000000000004E-7    	          	        	BN      	            
84 	Zn     	30 	54 	0.0000  	0+            	          	     	633 NS GT                	6.33E-7                  	          	        	B-      	            
84 	Zn     	30 	54 	0.0000  	0+            	          	     	633 NS GT                	6.33E-7                  	          	        	B2N     	            
84 	Zn     	30 	54 	0.0000  	0+            	          	     	633 NS GT                	6.33E-7                  	          	        	BN      	            
56 	Ga     	31 	25 	0.0000  	              	-4.2      	4    	                         	                         	          	        	P       	?           
57 	Ga     	31 	26 	0.0000  	              	-15.6     	3    	                         	                         	          	        	P       	?           
58 	Ga     	31 	27 	0.0000  	              	-23.81    	20   	                         	                         	          	        	P       	?           
59 	Ga     	31 	28 	0.0000  	              	-33.97    	17   	                         	                         	          	        	P       	?           
60 	Ga     	31 	29 	0.0000  	(2+)          	-39.78    	20   	70 MS 13                 	0.07                     	          	        	EC      	98.40       
60 	Ga     	31 	29 	0.0000  	(2+)          	-39.78    	20   	70 MS 13                 	0.07                     	          	        	EP      	1.60        
60 	Ga     	31 	29 	0.0000  	(2+)          	-39.78    	20   	70 MS 13                 	0.07                     	          	        	EA      	< 0.02      
61 	Ga     	31 	30 	0.0000  	3/2-          	-47.09    	5    	167 MS 3                 	0.167                    	          	        	EP      	< 0.25      
61 	Ga     	31 	30 	0.0000  	3/2-          	-47.09    	5    	167 MS 3                 	0.167                    	          	        	EC      	100.00      
62 	Ga     	31 	31 	0.0000  	0+            	-51.9864  	7    	116.121 MS 21            	0.116                    	          	        	EC      	100.00      
62 	Ga     	31 	31 	0.0000  	0+            	-51.9864  	7    	116.121 MS 21            	0.116                    	          	        	EP      	            
63 	Ga     	31 	32 	0.0000  	3/2-          	-56.5470  	13   	32.4 S 5                 	32.4                     	          	        	EC      	100.00      
64 	Ga     	31 	33 	0.0000  	0+            	-58.8334  	15   	2.627 M 12               	157.62                   	          	        	EC      	100.00      
65 	Ga     	31 	34 	0.0000  	3/2-          	-62.6572  	8    	15.2 M 2                 	912                      	          	        	EC      	100.00      
66 	Ga     	31 	35 	0.0000  	0+            	-63.724   	3    	9.49 H 3                 	34164                    	          	        	EC      	100.00      
67 	Ga     	31 	36 	0.0000  	3/2-          	-66.8788  	12   	3.2617 D 5               	281810.88                	          	        	EC      	100.00      
68 	Ga     	31 	37 	0.0000  	1+            	-67.0857  	15   	67.71 M 9                	4062.6                   	          	        	EC      	100.00      
69 	Ga     	31 	38 	0.0000  	3/2-          	-69.3277  	12   	STABLE                   	infinity                 	60.108%   	9       	        	            
70 	Ga     	31 	39 	0.0000  	1+            	-68.9100  	12   	21.14 M 3                	1268.4                   	          	        	B-      	99.59       
70 	Ga     	31 	39 	0.0000  	1+            	-68.9100  	12   	21.14 M 3                	1268.4                   	          	        	EC      	0.41        
71 	Ga     	31 	40 	0.0000  	3/2-          	-70.1390  	8    	STABLE                   	infinity                 	39.892%   	9       	        	            
72 	Ga     	31 	41 	0.0000  	3-            	-68.5882  	8    	14.10 H 2                	50760                    	          	        	B-      	100.00      
73 	Ga     	31 	42 	0.0000  	3/2-          	-69.6993  	17   	4.86 H 3                 	17496                    	          	        	B-      	100.00      
74 	Ga     	31 	43 	0.0000  	(3-)          	-68.049   	4    	8.12 M 12                	487.2                    	          	        	B-      	100.00      
75 	Ga     	31 	44 	0.0000  	3/2-          	-68.4645  	24   	126 S 2                  	126                      	          	        	B-      	100.00      
76 	Ga     	31 	45 	0.0000  	2+            	-66.2966  	20   	32.6 S 6                 	32.6                     	          	        	B-      	100.00      
77 	Ga     	31 	46 	0.0000  	3/2-          	-65.9923  	24   	13.2 S 2                 	13.2                     	          	        	B-      	100.00      
78 	Ga     	31 	47 	0.0000  	2+            	-63.7059  	19   	5.09 S 5                 	5.09                     	          	        	B-      	100.00      
79 	Ga     	31 	48 	0.0000  	3/2-          	-62.5476  	19   	2.847 S 3                	2.847                    	          	        	BN      	0.09        
79 	Ga     	31 	48 	0.0000  	3/2-          	-62.5476  	19   	2.847 S 3                	2.847                    	          	        	B-      	100.00      
80 	Ga     	31 	49 	0.0000  	3             	-59.224   	3    	1.676 S 14               	1.676                    	          	        	B-      	100.00      
80 	Ga     	31 	49 	0.0000  	3             	-59.224   	3    	1.676 S 14               	1.676                    	          	        	BN      	0.86        
81 	Ga     	31 	50 	0.0000  	5/2-          	-57.628   	3    	1.217 S 5                	1.217                    	          	        	B-      	100.00      
81 	Ga     	31 	50 	0.0000  	5/2-          	-57.628   	3    	1.217 S 5                	1.217                    	          	        	BN      	11.90       
82 	Ga     	31 	51 	0.0000  	(1,2,3)       	-52.9307  	24   	0.599 S 2                	0.599                    	          	        	B-      	100.00      
82 	Ga     	31 	51 	0.0000  	(1,2,3)       	-52.9307  	24   	0.599 S 2                	0.599                    	          	        	BN      	19.80       
83 	Ga     	31 	52 	0.0000  	              	-49.257   	3    	308.1 MS 10              	0.308                    	          	        	B-      	100.00      
83 	Ga     	31 	52 	0.0000  	              	-49.257   	3    	308.1 MS 10              	0.308                    	          	        	BN      	62.80       
84 	Ga     	31 	53 	0.0000  	(0-)          	-44.3     	4    	0.085 S 10               	0.085                    	          	        	B-      	100.00      
84 	Ga     	31 	53 	0.0000  	(0-)          	-44.3     	4    	0.085 S 10               	0.085                    	          	        	BN      	74.00       
84 	Ga     	31 	53 	0.0000  	(3-,4-)       	-44.3     	4    	0.085 S LT               	0.085                    	          	        	B-      	100.00      
84 	Ga     	31 	53 	0.0000  	(3-,4-)       	-44.3     	4    	0.085 S LT               	0.085                    	          	        	BN      	?           
85 	Ga     	31 	54 	0.0000  	(1/2-,3/2-)   	-40.2     	5    	100 MS LT                	0.1                      	          	        	B-      	            
85 	Ga     	31 	54 	0.0000  	(1/2-,3/2-)   	-40.2     	5    	100 MS LT                	0.1                      	          	        	BN      	> 35.0      
86 	Ga     	31 	55 	0.0000  	              	-34.5     	7    	150 NS GT                	1.5E-7                   	          	        	B-      	            
86 	Ga     	31 	55 	0.0000  	              	-34.5     	7    	150 NS GT                	1.5E-7                   	          	        	BN      	            
87 	Ga     	31 	56 	0.0000  	              	          	     	634 NS GT                	6.34E-7                  	          	        	B-      	            
87 	Ga     	31 	56 	0.0000  	              	          	     	634 NS GT                	6.34E-7                  	          	        	BN      	            
87 	Ga     	31 	56 	0.0000  	              	          	     	634 NS GT                	6.34E-7                  	          	        	B2N     	            
58 	Ge     	32 	26 	0.0000  	0+            	-7.7      	6    	                         	                         	          	        	2P      	?           
59 	Ge     	32 	27 	0.0000  	              	-16.4     	4    	                         	                         	          	        	2P      	?           
60 	Ge     	32 	28 	0.0000  	0+            	-27.61    	20   	110 NS GT                	1.1E-7                   	          	        	EP      	            
60 	Ge     	32 	28 	0.0000  	0+            	-27.61    	20   	110 NS GT                	1.1E-7                   	          	        	EC      	            
61 	Ge     	32 	29 	0.0000  	(3/2-)        	-33.7     	3    	44 MS 6                  	0.044                    	          	        	EC      	100.00      
61 	Ge     	32 	29 	0.0000  	(3/2-)        	-33.7     	3    	44 MS 6                  	0.044                    	          	        	EP      	> 58.00     
62 	Ge     	32 	30 	0.0000  	0+            	-42.24    	14   	129 MS 35                	0.129                    	          	        	EC      	100.00      
62 	Ge     	32 	30 	0.0000  	0+            	-42.24    	14   	129 MS 35                	0.129                    	          	        	EP      	            
63 	Ge     	32 	31 	0.0000  	3/2-          	-46.92    	4    	150 MS 9                 	0.15                     	          	        	EC      	100.00      
64 	Ge     	32 	32 	0.0000  	0+            	-54.315   	4    	63.7 S 25                	63.7                     	          	        	EC      	100.00      
65 	Ge     	32 	33 	0.0000  	3/2-          	-56.481   	3    	30.9 S 5                 	30.9                     	          	        	EC      	100.00      
65 	Ge     	32 	33 	0.0000  	3/2-          	-56.481   	3    	30.9 S 5                 	30.9                     	          	        	EP      	0.01        
66 	Ge     	32 	34 	0.0000  	0+            	-61.6069  	24   	2.26 H 5                 	8135.1                   	          	        	EC      	100.00      
67 	Ge     	32 	35 	0.0000  	1/2-          	-62.658   	5    	18.9 M 3                 	1134                     	          	        	EC      	100.00      
68 	Ge     	32 	36 	0.0000  	0+            	-66.9787  	19   	270.95 D 16              	2.341E7                  	          	        	EC      	100.00      
69 	Ge     	32 	37 	0.0000  	5/2-          	-67.1005  	13   	39.05 H 10               	140580                   	          	        	EC      	100.00      
70 	Ge     	32 	38 	0.0000  	0+            	-70.5618  	8    	STABLE                   	infinity                 	20.57%    	27      	        	            
71 	Ge     	32 	39 	0.0000  	1/2-          	-69.9064  	8    	11.43 D 3                	987552                   	          	        	EC      	100.00      
72 	Ge     	32 	40 	0.0000  	0+            	-72.5856  	5    	STABLE                   	infinity                 	27.45%    	32      	        	            
73 	Ge     	32 	41 	0.0000  	9/2+          	-71.2972  	5    	STABLE                   	infinity                 	7.75%     	12      	        	            
74 	Ge     	32 	42 	0.0000  	0+            	-73.4221  	5    	STABLE                   	infinity                 	36.50%    	20      	        	            
75 	Ge     	32 	43 	0.0000  	1/2-          	-71.8561  	5    	82.78 M 4                	4966.8                   	          	        	B-      	100.00      
76 	Ge     	32 	44 	0.0000  	0+            	-73.21280 	9    	STABLE                   	infinity                 	7.73%     	12      	        	            
77 	Ge     	32 	45 	0.0000  	7/2+          	-71.2138  	4    	11.30 H 1                	40680                    	          	        	B-      	100.00      
78 	Ge     	32 	46 	0.0000  	0+            	-71.862   	4    	88.0 M 10                	5280                     	          	        	B-      	100.00      
79 	Ge     	32 	47 	0.0000  	(1/2)-        	-69.53    	4    	18.98 S 3                	18.98                    	          	        	B-      	100.00      
80 	Ge     	32 	48 	0.0000  	0+            	-69.5353  	21   	29.5 S 4                 	29.5                     	          	        	B-      	100.00      
81 	Ge     	32 	49 	0.0000  	(9/2+)        	-66.2916  	21   	7.6 S 6                  	7.6                      	          	        	B-      	100.00      
82 	Ge     	32 	50 	0.0000  	0+            	-65.4150  	22   	4.56 S 26                	4.56                     	          	        	B-      	100.00      
83 	Ge     	32 	51 	0.0000  	(5/2)+        	-60.9764  	24   	1.85 S 6                 	1.85                     	          	        	B-      	100.00      
84 	Ge     	32 	52 	0.0000  	0+            	-58.148   	3    	0.954 S 14               	0.954                    	          	        	B-      	100.00      
84 	Ge     	32 	52 	0.0000  	0+            	-58.148   	3    	0.954 S 14               	0.954                    	          	        	BN      	10.20       
85 	Ge     	32 	53 	0.0000  	(1/2+,5/2+)   	-53.123   	4    	0.56 S 5                 	0.56                     	          	        	BN      	14.00       
85 	Ge     	32 	53 	0.0000  	(1/2+,5/2+)   	-53.123   	4    	0.56 S 5                 	0.56                     	          	        	B-      	100.00      
86 	Ge     	32 	54 	0.0000  	0+            	-49.8     	4    	150 NS GT                	1.5E-7                   	          	        	B-      	            
86 	Ge     	32 	54 	0.0000  	0+            	-49.8     	4    	150 NS GT                	1.5E-7                   	          	        	BN      	            
87 	Ge     	32 	55 	0.0000  	(5/2+)        	-44.2     	5    	0.14 S AP                	0.14                     	          	        	B-      	100.00      
87 	Ge     	32 	55 	0.0000  	(5/2+)        	-44.2     	5    	0.14 S AP                	0.14                     	          	        	BN      	            
88 	Ge     	32 	56 	0.0000  	0+            	-40.2     	7    	300 NS GE                	3.0000000000000004E-7    	          	        	B-      	100.00      
89 	Ge     	32 	57 	0.0000  	              	-33.8     	8    	300 NS GE                	3.0000000000000004E-7    	          	        	B-      	?           
90 	Ge     	32 	58 	0.0000  	0+            	          	     	635 NS GT                	6.35E-7                  	          	        	B-      	            
90 	Ge     	32 	58 	0.0000  	0+            	          	     	635 NS GT                	6.35E-7                  	          	        	BN      	            
90 	Ge     	32 	58 	0.0000  	0+            	          	     	635 NS GT                	6.35E-7                  	          	        	B2N     	            
60 	As     	33 	27 	0.0000  	              	-6.1      	6    	                         	                         	          	        	P       	?           
61 	As     	33 	28 	0.0000  	              	-17.8     	6    	                         	                         	          	        	P       	?           
62 	As     	33 	29 	0.0000  	              	-24.8     	3    	                         	                         	          	        	P       	?           
63 	As     	33 	30 	0.0000  	3/2-          	-33.5     	5    	43 NS LT                 	4.3E-8                   	          	        	P       	            
64 	As     	33 	31 	0.0000  	              	-39.4     	3    	18 MS +43-7              	0.018                    	          	        	EC      	100.00      
65 	As     	33 	32 	0.0000  	              	-46.94    	8    	128 MS 16                	0.128                    	          	        	EC      	100.00      
66 	As     	33 	33 	0.0000  	(0+)          	-52.03    	3    	95.77 MS 23              	0.0958                   	          	        	EC      	100.00      
67 	As     	33 	34 	0.0000  	(5/2-)        	-56.5859  	14   	42.5 S 12                	42.5                     	          	        	EC      	100.00      
68 	As     	33 	35 	0.0000  	3+            	-58.8945  	18   	151.6 S 8                	151.6                    	          	        	EC      	100.00      
69 	As     	33 	36 	0.0000  	5/2-          	-63.09    	3    	15.2 M 2                 	912                      	          	        	EC      	100.00      
70 	As     	33 	37 	0.0000  	4+            	-64.34    	5    	52.6 M 3                 	3156                     	          	        	EC      	100.00      
71 	As     	33 	38 	0.0000  	5/2-          	-67.893   	4    	65.30 H 7                	235080                   	          	        	EC      	100.00      
72 	As     	33 	39 	0.0000  	2-            	-68.229   	4    	26.0 H 1                 	93600                    	          	        	EC      	100.00      
73 	As     	33 	40 	0.0000  	3/2-          	-70.952   	4    	80.30 D 6                	6937920                  	          	        	EC      	100.00      
74 	As     	33 	41 	0.0000  	2-            	-70.8597  	17   	17.77 D 2                	1535328                  	          	        	EC      	66.00       
74 	As     	33 	41 	0.0000  	2-            	-70.8597  	17   	17.77 D 2                	1535328                  	          	        	B-      	34.00       
75 	As     	33 	42 	0.0000  	3/2-          	-73.0337  	9    	STABLE                   	infinity                 	100%      	        	        	            
76 	As     	33 	43 	0.0000  	2-            	-72.2908  	9    	1.0942 D 7               	94538.88                 	          	        	B-      	100.00      
77 	As     	33 	44 	0.0000  	3/2-          	-73.9164  	17   	38.83 H 5                	139788                   	          	        	B-      	100.00      
78 	As     	33 	45 	0.0000  	2-            	-72.817   	10   	90.7 M 2                 	5442                     	          	        	B-      	100.00      
79 	As     	33 	46 	0.0000  	3/2-          	-73.636   	5    	9.01 M 15                	540.6                    	          	        	B-      	100.00      
80 	As     	33 	47 	0.0000  	1+            	-72.171   	16   	15.2 S 2                 	15.2                     	          	        	B-      	100.00      
81 	As     	33 	48 	0.0000  	3/2-          	-72.533   	3    	33.3 S 8                 	33.3                     	          	        	B-      	100.00      
82 	As     	33 	49 	0.0000  	(2-)          	-70.103   	4    	19.1 S 5                 	19.1                     	          	        	B-      	100.00      
83 	As     	33 	50 	0.0000  	(5/2-,3/2-)   	-69.669   	3    	13.4 S 3                 	13.4                     	          	        	B-      	100.00      
84 	As     	33 	51 	0.0000  	(3-)          	-65.853   	3    	4.2 S 5                  	4.2                      	          	        	B-      	100.00      
84 	As     	33 	51 	0.0000  	(3-)          	-65.853   	3    	4.2 S 5                  	4.2                      	          	        	BN      	0.18        
85 	As     	33 	52 	0.0000  	(3/2-)        	-63.189   	3    	2.021 S 10               	2.021                    	          	        	B-      	100.00      
85 	As     	33 	52 	0.0000  	(3/2-)        	-63.189   	3    	2.021 S 10               	2.021                    	          	        	BN      	59.40       
86 	As     	33 	53 	0.0000  	              	-58.962   	3    	0.945 S 8                	0.945                    	          	        	B-      	100.00      
86 	As     	33 	53 	0.0000  	              	-58.962   	3    	0.945 S 8                	0.945                    	          	        	BN      	26.00       
87 	As     	33 	54 	0.0000  	(3/2-)        	-55.618   	3    	0.56 S 8                 	0.56                     	          	        	B-      	100.00      
87 	As     	33 	54 	0.0000  	(3/2-)        	-55.618   	3    	0.56 S 8                 	0.56                     	          	        	BN      	15.40       
88 	As     	33 	55 	0.0000  	              	-50.9     	4    	300 NS GT                	3.0000000000000004E-7    	          	        	B-      	100.00      
89 	As     	33 	56 	0.0000  	              	-46.9     	5    	300 NS GT                	3.0000000000000004E-7    	          	        	B-      	?           
89 	As     	33 	56 	0.0000  	              	-46.9     	5    	300 NS GT                	3.0000000000000004E-7    	          	        	BN      	?           
90 	As     	33 	57 	0.0000  	              	-41.3     	6    	300 NS GT                	3.0000000000000004E-7    	          	        	B-      	            
90 	As     	33 	57 	0.0000  	              	-41.3     	6    	300 NS GT                	3.0000000000000004E-7    	          	        	BN      	            
91 	As     	33 	58 	0.0000  	              	-36.9     	6    	150 NS GT                	1.5E-7                   	          	        	B-      	            
92 	As     	33 	59 	0.0000  	              	-31.0     	7    	                         	                         	          	        	B-      	100.00      
64 	Se     	34 	30 	0.0000  	0+            	-26.9     	5    	180 NS GT                	1.8E-7                   	          	        	EC      	100.00      
65 	Se     	34 	31 	0.0000  	(3/2-)        	-32.9     	6    	33 MS 4                  	0.033                    	          	        	EC      	100.00      
65 	Se     	34 	31 	0.0000  	(3/2-)        	-32.9     	6    	33 MS 4                  	0.033                    	          	        	EP      	100.00      
67 	Se     	34 	33 	0.0000  	              	-46.58    	7    	136 MS 12                	0.136                    	          	        	EP      	0.50        
67 	Se     	34 	33 	0.0000  	              	-46.58    	7    	136 MS 12                	0.136                    	          	        	EC      	100.00      
68 	Se     	34 	34 	0.0000  	0+            	-54.1894  	5    	35.5 S 7                 	35.5                     	          	        	EC      	100.00      
69 	Se     	34 	35 	0.0000  	(1/2-,3/2-)   	-56.30    	3    	27.4 S 2                 	27.4                     	          	        	EC      	100.00      
69 	Se     	34 	35 	0.0000  	(1/2-,3/2-)   	-56.30    	3    	27.4 S 2                 	27.4                     	          	        	EP      	0.05        
70 	Se     	34 	36 	0.0000  	0+            	-61.9298  	16   	41.1 M 3                 	2466                     	          	        	EC      	100.00      
71 	Se     	34 	37 	0.0000  	(5/2-)        	-63.146   	3    	4.74 M 5                 	284.4                    	          	        	EC      	100.00      
72 	Se     	34 	38 	0.0000  	0+            	-67.8681  	20   	8.40 D 8                 	725760                   	          	        	EC      	100.00      
73 	Se     	34 	39 	0.0000  	9/2+          	-68.227   	7    	7.15 H 8                 	25740                    	          	        	EC      	100.00      
74 	Se     	34 	40 	0.0000  	0+            	-72.2127  	3    	STABLE                   	infinity                 	0.89%     	4       	        	            
75 	Se     	34 	41 	0.0000  	5/2+          	-72.1690  	3    	119.79 D 4               	1.035E7                  	          	        	EC      	100.00      
76 	Se     	34 	42 	0.0000  	0+            	-75.25180 	7    	STABLE                   	infinity                 	9.37%     	29      	        	            
77 	Se     	34 	43 	0.0000  	1/2-          	-74.59930 	10   	STABLE                   	infinity                 	7.63%     	16      	        	            
78 	Se     	34 	44 	0.0000  	0+            	-77.02580 	20   	STABLE                   	infinity                 	23.77%    	28      	        	            
79 	Se     	34 	45 	0.0000  	7/2+          	-75.91730 	24   	2.95E+5 Y 38             	9.309E12                 	          	        	B-      	100.00      
80 	Se     	34 	46 	0.0000  	0+            	-77.7598  	15   	STABLE                   	infinity                 	49.61%    	41      	2B-     	            
81 	Se     	34 	47 	0.0000  	1/2-          	-76.3894  	15   	18.45 M 12               	1107                     	          	        	B-      	100.00      
82 	Se     	34 	48 	0.0000  	0+            	-77.5940  	15   	STABLE                   	infinity                 	8.73%     	22      	        	            
83 	Se     	34 	49 	0.0000  	9/2+          	-75.341   	3    	22.3 M 3                 	1338                     	          	        	B-      	100.00      
84 	Se     	34 	50 	0.0000  	0+            	-75.9476  	20   	3.26 M 10                	195.6                    	          	        	B-      	100.00      
85 	Se     	34 	51 	0.0000  	(5/2+)        	-72.414   	3    	32.9 S 3                 	32.9                     	          	        	B-      	100.00      
86 	Se     	34 	52 	0.0000  	0+            	-70.503   	3    	14.3 S 3                 	14.3                     	          	        	B-      	100.00      
87 	Se     	34 	53 	0.0000  	(5/2+)        	-66.4261  	22   	5.50 S 12                	5.5                      	          	        	B-      	100.00      
87 	Se     	34 	53 	0.0000  	(5/2+)        	-66.4261  	22   	5.50 S 12                	5.5                      	          	        	BN      	0.20        
88 	Se     	34 	54 	0.0000  	0+            	-63.884   	3    	1.53 S 6                 	1.53                     	          	        	B-      	100.00      
88 	Se     	34 	54 	0.0000  	0+            	-63.884   	3    	1.53 S 6                 	1.53                     	          	        	BN      	0.67        
89 	Se     	34 	55 	0.0000  	(5/2+)        	-58.992   	4    	0.41 S 4                 	0.41                     	          	        	B-      	100.00      
89 	Se     	34 	55 	0.0000  	(5/2+)        	-58.992   	4    	0.41 S 4                 	0.41                     	          	        	BN      	7.80        
90 	Se     	34 	56 	0.0000  	0+            	-55.9     	4    	300 NS GT                	3.0000000000000004E-7    	          	        	B-      	            
90 	Se     	34 	56 	0.0000  	0+            	-55.9     	4    	300 NS GT                	3.0000000000000004E-7    	          	        	BN      	            
91 	Se     	34 	57 	0.0000  	              	-50.3     	5    	0.27 S 5                 	0.27                     	          	        	B-      	100.00      
91 	Se     	34 	57 	0.0000  	              	-50.3     	5    	0.27 S 5                 	0.27                     	          	        	BN      	21.00       
92 	Se     	34 	58 	0.0000  	0+            	-46.7     	6    	                         	                         	          	        	B-      	100.00      
93 	Se     	34 	59 	0.0000  	(1/2+)        	-40.7     	8    	                         	                         	          	        	B-      	100.00      
94 	Se     	34 	60 	0.0000  	0+            	-36.8     	8    	150 NS GT                	1.5E-7                   	          	        	B-      	100.00      
95 	Se     	34 	61 	0.0000  	              	          	     	300 NS GT                	3.0000000000000004E-7    	          	        	B-      	?           
95 	Se     	34 	61 	0.0000  	              	          	     	300 NS GT                	3.0000000000000004E-7    	          	        	BN      	?           
95 	Se     	34 	61 	0.0000  	              	          	     	300 NS GT                	3.0000000000000004E-7    	          	        	B2N     	?           
68 	Br     	35 	33 	0.0000  	              	-38.7     	3    	1.2 US LT                	1.2E-6                   	          	        	P       	?           
69 	Br     	35 	34 	0.0000  	              	-46.45    	10   	24 NS LT                 	2.4E-8                   	          	        	P       	?           
70 	Br     	35 	35 	0.0000  	0+            	-51.426   	15   	79.1 MS 8                	0.0791                   	          	        	EC      	100.00      
71 	Br     	35 	36 	0.0000  	(5/2)-        	-56.502   	5    	21.4 S 6                 	21.4                     	          	        	EC      	100.00      
72 	Br     	35 	37 	0.0000  	1+            	-59.067   	7    	78.6 S 24                	78.6                     	          	        	EC      	100.00      
73 	Br     	35 	38 	0.0000  	1/2-          	-63.648   	7    	3.4 M 2                  	204                      	          	        	EC      	100.00      
74 	Br     	35 	39 	0.0000  	(0-)          	-65.285   	6    	25.4 M 3                 	1524                     	          	        	EC      	100.00      
75 	Br     	35 	40 	0.0000  	3/2-          	-69.107   	4    	96.7 M 13                	5802                     	          	        	EC      	100.00      
76 	Br     	35 	41 	0.0000  	1-            	-70.289   	9    	16.2 H 2                 	58320                    	          	        	EC      	100.00      
77 	Br     	35 	42 	0.0000  	3/2-          	-73.235   	3    	57.036 H 6               	205329.6                 	          	        	EC      	100.00      
78 	Br     	35 	43 	0.0000  	1+            	-73.452   	4    	6.45 M 4                 	387                      	          	        	EC      	>= 99.99    
78 	Br     	35 	43 	0.0000  	1+            	-73.452   	4    	6.45 M 4                 	387                      	          	        	B-      	<= 0.01     
79 	Br     	35 	44 	0.0000  	3/2-          	-76.0684  	15   	STABLE                   	infinity                 	50.69%    	7       	        	            
80 	Br     	35 	45 	0.0000  	1+            	-75.8894  	15   	17.68 M 2                	1060.8                   	          	        	B-      	91.70       
80 	Br     	35 	45 	0.0000  	1+            	-75.8894  	15   	17.68 M 2                	1060.8                   	          	        	EC      	8.30        
81 	Br     	35 	46 	0.0000  	3/2-          	-77.9755  	13   	STABLE                   	infinity                 	49.31%    	7       	        	            
82 	Br     	35 	47 	0.0000  	5-            	-77.4972  	13   	35.282 H 7               	127015.2                 	          	        	B-      	100.00      
83 	Br     	35 	48 	0.0000  	3/2-          	-79.006   	5    	2.40 H 2                 	8640                     	          	        	B-      	100.00      
84 	Br     	35 	49 	0.0000  	2-            	-77.79    	3    	31.76 M 8                	1905.6                   	          	        	B-      	100.00      
85 	Br     	35 	50 	0.0000  	3/2-          	-78.575   	3    	2.90 M 6                 	174                      	          	        	B-      	100.00      
86 	Br     	35 	51 	0.0000  	(1-)          	-75.632   	3    	55.1 S 4                 	55.1                     	          	        	B-      	100.00      
87 	Br     	35 	52 	0.0000  	3/2-          	-73.892   	3    	55.65 S 13               	55.65                    	          	        	B-      	100.00      
87 	Br     	35 	52 	0.0000  	3/2-          	-73.892   	3    	55.65 S 13               	55.65                    	          	        	BN      	2.60        
88 	Br     	35 	53 	0.0000  	(2-)          	-70.716   	3    	16.29 S 6                	16.29                    	          	        	B-      	100.00      
88 	Br     	35 	53 	0.0000  	(2-)          	-70.716   	3    	16.29 S 6                	16.29                    	          	        	BN      	6.58        
89 	Br     	35 	54 	0.0000  	(3/2-,5/2-)   	-68.274   	3    	4.40 S 3                 	4.4                      	          	        	B-      	100.00      
89 	Br     	35 	54 	0.0000  	(3/2-,5/2-)   	-68.274   	3    	4.40 S 3                 	4.4                      	          	        	BN      	13.80       
